Q4,Q5,Q7,Q8,Q10,Q11,Q12,Q13,Q14,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30_2,Q31_2,Q77,Q63,Q64,Q65,Q66,Q67,Q68,Q75,Q69,Q70,Q71,Q72,Q73,Q43,Q44,Q45,Q46,Q86,Q93_2,Q90_2,experiment,version,payprompt,gc,outparty,pid
Female,African American,"$70,000 – 79,999",2-year College Degree,Democrat,NA,NA,Strong Democrat,71,No,No,Yes,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,91,40,1 - Not at all,1- Very unlike me,2,2,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,California,20,30,2,1,2,1,Republican,Democrat
Male,White/Caucasian,"$100,000 or more",Masters Degree,Democrat,NA,NA,Not a strong Democrat,63,No,No,Yes,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,81,10,4,5- Very like me,4,2,4,2,2,2,3,4,3,2,4,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,3,2,1,Republican,Democrat
Female,Native American,"Less than $30,000",Some College,Democrat,NA,NA,Not a strong Democrat,59,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,90,9,1 - Not at all,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,2,2,1,Republican,Democrat
Female,Native American,"$40,000 – 49,999",4-year College Degree,Democrat,NA,NA,Strong Democrat,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,2,2,NA,NA
Female,African American,"Less than $30,000",2-year College Degree,Democrat,NA,NA,Strong Democrat,70,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,100,0,1 - Not at all,3,3,5- Very like me,4,1- Very unlike me,3,3,1- Very unlike me,1- Very unlike me,4,2,4,Iowa,Oppose,Unjustified,Yes,NA,,,1,2,1,1,Republican,Democrat
Female,White/Caucasian,"Less than $30,000",Some College,Democrat,NA,NA,Strong Democrat,27,No,No,No,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,75,79,5 - A great deal,5- Very like me,3,5- Very like me,5- Very like me,5- Very like me,4,5- Very like me,5- Very like me,4,4,3,4,Texas,Strongly support,Justified,Yes,NA,,,1,1,1,4,Republican,Democrat
Female,Asian,"$60,000 – 69,999",Some College,Democrat,NA,NA,Strong Democrat,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,2,2,NA,NA
Male,African American,"$50,000 – 59,999",2-year College Degree,Republican,NA,Not a strong Republican,NA,41,No,No,No,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,86,76,5 - A great deal,1- Very unlike me,4,3,3,2,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,Michigan,Neither support nor oppose,Unjustified,Yes,NA,,,1,3,2,1,Democrat,Republican
Female,White/Caucasian,"Less than $30,000",Some College,Democrat,NA,NA,Strong Democrat,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,3,2,2,NA,NA
Female,Asian,"$100,000 or more",Masters Degree,Republican,NA,Not a strong Republican,NA,56,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,79,79,1 - Not at all,3,4,3,2,1- Very unlike me,3,3,1- Very unlike me,2,3,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,50,50,2,3,2,1,Democrat,Republican
Male,White/Caucasian,"$60,000 – 69,999",4-year College Degree,Republican,NA,Not a strong Republican,NA,51,No,No,Yes,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,27,77,1 - Not at all,1- Very unlike me,3,2,1- Very unlike me,2,2,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,2,1- Very unlike me,NA,NA,NA,NA,Oregon,20,50,2,2,2,1,Democrat,Republican
Male,White/Caucasian,"$60,000 – 69,999",4-year College Degree,Republican,NA,Strong Republican,NA,53,No,No,Yes,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,90,1 - Not at all,1- Very unlike me,3,3,1- Very unlike me,3,4,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,0,50,2,3,1,1,Democrat,Republican
Female,African American,"Less than $30,000",Less than High School,Democrat,NA,NA,Strong Democrat,42,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,100,25,1 - Not at all,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,5- Very like me,5- Very like me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Alaska,100,40,2,2,1,1,Republican,Democrat
Male,African American,"$30,000 – 39,999",4-year College Degree,Democrat,NA,NA,Strong Democrat,69,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,100,33,4,4,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,3,2,1,Republican,Democrat
Male,White/Caucasian,"$40,000 – 49,999",Masters Degree,Democrat,NA,NA,Strong Democrat,64,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,87,93,2,2,2,1- Very unlike me,2,1- Very unlike me,2,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,10,20,2,3,2,1,Republican,Democrat
Male,Asian,"$100,000 or more",2-year College Degree,Democrat,NA,NA,Strong Democrat,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,2,2,NA,NA
Female,White/Caucasian,"$70,000 – 79,999",High School / GED,Democrat,NA,NA,Strong Democrat,33,Yes,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,82,1,3,1- Very unlike me,5- Very like me,3,5- Very like me,4,4,1- Very unlike me,1- Very unlike me,5- Very like me,3,3,2,NA,NA,NA,NA,California,100,70,2,1,2,1,Republican,Democrat
Female,White/Caucasian,"Less than $30,000",High School / GED,Democrat,NA,NA,Strong Democrat,62,No,Yes,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,84,0,1 - Not at all,1- Very unlike me,3,4,3,1- Very unlike me,3,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,NA,NA,NA,NA,Oregon,95,35,2,1,2,1,Republican,Democrat
Female,Native American,"$60,000 – 69,999",2-year College Degree,Republican,NA,Not a strong Republican,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,1,2,NA,NA
Female,African American,"$40,000 – 49,999",High School / GED,Democrat,NA,NA,Strong Democrat,64,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,75,51,3,3,3,3,2,1- Very unlike me,2,2,1- Very unlike me,1- Very unlike me,3,2,1- Very unlike me,NA,NA,NA,NA,Alaska,40,20,2,1,2,1,Republican,Democrat
Female,African American,"$60,000 – 69,999",4-year College Degree,Democrat,NA,NA,Strong Democrat,23,Yes,Yes,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,81,25,4,3,4,5- Very like me,3,4,3,5- Very like me,4,4,3,4,3,Texas,Support,Justified,Yes,NA,,,1,3,2,4,Republican,Democrat
Female,African American,"Less than $30,000",2-year College Degree,Democrat,NA,NA,Strong Democrat,43,No,No,No,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,98,2,1 - Not at all,3,4,5- Very like me,5- Very like me,2,4,2,3,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,3,1,1,Republican,Democrat
Male,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Strong Republican,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,2,2,NA,NA
Male,African American,"$30,000 – 39,999",2-year College Degree,Democrat,NA,NA,Strong Democrat,23,Yes,No,Yes,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,88,36,2,4,4,4,4,4,4,3,4,5- Very like me,4,3,3,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,2,1,Republican,Democrat
Female,African American,"$40,000 – 49,999","Professional Degree (JD, MD)",Other,Neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,1,2,NA,NA
Male,African American,"$60,000 – 69,999",4-year College Degree,Independent,Republican Party,NA,NA,24,No,Yes,No,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,56,54,2,3,3,3,3,2,3,2,3,3,3,3,3,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,3,2,1,Democrat,Republican
Male,White/Caucasian,"Less than $30,000",Less than High School,Republican,NA,Strong Republican,NA,Under 18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,1,2,NA,NA
Male,White/Caucasian,"$60,000 – 69,999",2-year College Degree,Democrat,NA,NA,Strong Democrat,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,1,2,NA,NA
Female,Other (please specify),"$100,000 or more",Some College,Democrat,NA,NA,Strong Democrat,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,2,2,NA,NA
Male,White/Caucasian,"$100,000 or more",Some College,Republican,NA,Strong Republican,NA,52,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,14,83,1 - Not at all,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,0,0,2,3,1,1,Democrat,Republican
Male,African American,"Less than $30,000",2-year College Degree,Democrat,NA,NA,Strong Democrat,22,Yes,No,Yes,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,98,0,1 - Not at all,5- Very like me,5- Very like me,3,5- Very like me,3,5- Very like me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,5- Very like me,5- Very like me,NA,NA,NA,NA,Washington,50,80,2,1,1,1,Republican,Democrat
Female,African American,"Less than $30,000",Some College,Democrat,NA,NA,Strong Democrat,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,3,2,2,NA,NA
Female,African American,"$30,000 – 39,999",Masters Degree,Democrat,NA,NA,Strong Democrat,63,No,No,Yes,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,90,6,1 - Not at all,1- Very unlike me,3,2,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,NA,NA,NA,NA,Oregon,10,60,2,2,1,1,Republican,Democrat
Female,Asian,"$60,000 – 69,999",Masters Degree,Republican,NA,Strong Republican,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,3,1,2,NA,NA
Female,Native American,"$90,000 – 99,999",Some College,Democrat,NA,NA,Strong Democrat,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,2,2,NA,NA
Male,White/Caucasian,"$50,000 – 59,999",Some College,Democrat,NA,NA,Not a strong Democrat,58,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,86,11,2,2,2,2,2,2,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Oregon,Strongly oppose,Unjustified,Yes,NA,,,1,3,1,1,Republican,Democrat
Female,Other (please specify),"$100,000 or more",4-year College Degree,Democrat,NA,NA,Not a strong Democrat,46,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,70,0,1 - Not at all,3,3,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,80,10,2,2,1,1,Republican,Democrat
Female,African American,"Less than $30,000",High School / GED,Democrat,NA,NA,Strong Democrat,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,1,2,NA,NA
Female,African American,"$40,000 – 49,999",2-year College Degree,Democrat,NA,NA,Strong Democrat,51,Yes,No,Yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,11,0,1 - Not at all,1- Very unlike me,4,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,95,30,2,3,2,1,Republican,Democrat
Male,African American,"$40,000 – 49,999",4-year College Degree,Democrat,NA,NA,Strong Democrat,67,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,90,12,1 - Not at all,4,3,3,3,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,3,3,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,1,1,Republican,Democrat
Female,Asian,"Less than $30,000",High School / GED,Democrat,NA,NA,Strong Democrat,18,No,No,No,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,85,40,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,1,1,Republican,Democrat
Female,Asian,"Less than $30,000",4-year College Degree,Republican,NA,Strong Republican,NA,49,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,56,95,1 - Not at all,2,3,4,2,3,4,3,2,2,2,3,2,NA,NA,NA,NA,Alaska,5,20,2,1,2,1,Democrat,Republican
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,1,4,NA,NA
Female,African American,"Less than $30,000",Some College,Democrat,NA,NA,Strong Democrat,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,2,2,NA,NA
Female,Asian,"$30,000 – 39,999",Masters Degree,Democrat,NA,NA,Not a strong Democrat,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,1,2,NA,NA
Female,African American,"Less than $30,000",2-year College Degree,Democrat,NA,NA,Not a strong Democrat,67,No,Yes,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,50,30,1 - Not at all,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,4,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Maine,Neither support nor oppose,Unjustified,Yes,NA,,,1,3,2,1,Republican,Democrat
Male,Native American,"$60,000 – 69,999",2-year College Degree,Democrat,NA,NA,Strong Democrat,22,Yes,No,Yes,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,85,69,2,1- Very unlike me,3,3,3,3,3,2,2,3,2,4,1- Very unlike me,NA,NA,NA,NA,Oregon,48,40,2,3,1,4,Republican,Democrat
Female,African American,"Less than $30,000",4-year College Degree,Democrat,NA,NA,Not a strong Democrat,24,Yes,No,Yes,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,50,50,1 - Not at all,3,3,3,3,3,3,3,1- Very unlike me,3,3,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,80,60,2,1,2,1,Republican,Democrat
Female,African American,"$50,000 – 59,999",Masters Degree,Democrat,NA,NA,Strong Democrat,64,No,No,Yes,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,75,49,1 - Not at all,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,10,20,2,3,1,1,Republican,Democrat
Female,African American,"$40,000 – 49,999",Some College,Democrat,NA,NA,Strong Democrat,67,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,100,51,5 - A great deal,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,3,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,2,1,Republican,Democrat
Male,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Strong Republican,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,2,2,NA,NA
Female,African American,"$50,000 – 59,999",High School / GED,Democrat,NA,NA,Not a strong Democrat,63,No,No,No,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,100,80,1 - Not at all,1- Very unlike me,1- Very unlike me,3,4,1- Very unlike me,3,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,1,1,Republican,Democrat
Female,Pacific Islander,"$30,000 – 39,999",4-year College Degree,Democrat,NA,NA,Not a strong Democrat,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,2,2,NA,NA
Female,African American,"$50,000 – 59,999",High School / GED,Democrat,NA,NA,Strong Democrat,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,2,2,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,2,4,NA,NA
Female,African American,"Less than $30,000",High School / GED,Independent,Neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,2,2,NA,NA
Female,White/Caucasian,"Less than $30,000",Some College,Democrat,NA,NA,Strong Democrat,78,No,Yes,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,87,61,1 - Not at all,1- Very unlike me,2,4,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,NA,NA,NA,NA,California,90,20,2,2,1,1,Republican,Democrat
Female,White/Caucasian,"$100,000 or more","Professional Degree (JD, MD)",Democrat,NA,NA,Strong Democrat,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,2,2,NA,NA
Male,Asian,"$50,000 – 59,999",4-year College Degree,Democrat,NA,NA,Not a strong Democrat,53,Yes,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,90,10,1 - Not at all,2,3,3,2,2,4,2,1- Very unlike me,2,1- Very unlike me,4,3,NA,NA,NA,NA,California,20,60,2,1,2,1,Republican,Democrat
Male,Asian,"Less than $30,000",Some College,Republican,NA,Strong Republican,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,2,2,NA,NA
Female,African American,"$100,000 or more",Masters Degree,Democrat,NA,NA,Strong Democrat,73,No,No,Yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,65,30,1 - Not at all,4,1- Very unlike me,5- Very like me,5- Very like me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Washington,70,35,2,1,1,1,Republican,Democrat
Male,White/Caucasian,"$100,000 or more",Doctoral Degree,Republican,NA,Strong Republican,NA,77,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,51,91,1 - Not at all,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,5,10,2,2,2,1,Democrat,Republican
Female,African American,"$50,000 – 59,999",4-year College Degree,Democrat,NA,NA,Strong Democrat,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,2,2,NA,NA
Male,White/Caucasian,"$40,000 – 49,999",4-year College Degree,Republican,NA,Not a strong Republican,NA,66,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,21,84,1 - Not at all,2,3,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,3,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,2,1,1,Democrat,Republican
Female,Other (please specify),"Less than $30,000",High School / GED,Republican,NA,Not a strong Republican,NA,43,No,No,Yes,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,51,1 - Not at all,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,2,1,Democrat,Republican
Female,African American,"Less than $30,000",Some College,Democrat,NA,NA,Strong Democrat,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,1,2,NA,NA
Female,African American,"$50,000 – 59,999",2-year College Degree,Democrat,NA,NA,Strong Democrat,61,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,100,8,1 - Not at all,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,50,0,2,2,1,1,Republican,Democrat
Female,African American,"$70,000 – 79,999",Masters Degree,Democrat,NA,NA,Strong Democrat,58,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,92,39,1 - Not at all,1- Very unlike me,2,2,1- Very unlike me,2,3,2,1- Very unlike me,2,1- Very unlike me,2,1- Very unlike me,NA,NA,NA,NA,Oregon,85,5,2,2,2,1,Republican,Democrat
Female,White/Caucasian,"$60,000 – 69,999",4-year College Degree,Democrat,NA,NA,Not a strong Democrat,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,3,1,2,NA,NA
