Q4	Q5	Q7	Q8	Q10	Q11	Q12	Q13	Q14	Q16	Q17	Q18	Q20	Q21	Q22	Q23	Q24	Q25	Q26	Q27	Q28	Q29	Q30_2	Q31_2	Q32	Q33	Q34	Q35	Q36	Q77	Q63	Q64	Q65	Q66	Q67	Q68	Q75	Q69	Q70	Q71	Q72	Q73	Q43	Q44	Q45	Q46	Q49	Q50	Q51	Q52	Q82	Q53	Q76	experiment	version	partisantreatment	gc	outparty	pid	item.crime
"Male"	"White/Caucasian"	"100,000 or more"	"4-year College Degree"	"Republican"	"NA"	"Not a strong Republican"	"NA"	"53"	"No"	"Yes"	"Yes"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	75	25	"Neither agree nor disagree"	"Strongly disagree"	"Somewhat disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"2"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"2"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"1 - 3 days in jail"	"Strongly oppose"	2	2	2	1	"Democrat"	"Republican"	"vandalism"
"Female"	"Other"	"90,000 – 99,999"	"4-year College Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"28"	"No"	"No"	"Yes"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	100	11	"Neither agree nor disagree"	"Somewhat agree"	"Neither agree nor disagree"	"No"	"No"	"3"	"5- Very like me"	"5- Very like me"	"3"	"2"	"4"	"3"	"4"	"4"	"5- Very like me"	"1- Very unlike me"	"3"	"4"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"Neither support nor oppose"	"Justified"	"No"	"NA"	"NA"	"NA"	1	2	2	1	"Republican"	"Democrat"	"NA"
"Female"	"White/Caucasian"	"30,000 – 39,999"	"2-year College Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"26"	"NA"	"NA"	"NA"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	85	44	"Somewhat agree"	"Strongly disagree"	"Strongly disagree"	"No"	"No"	"1 - Not at all"	"3"	"4"	"3"	"3"	"2"	"3"	"2"	"4"	"5- Very like me"	"1- Very unlike me"	"5- Very like me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"Strongly support"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	1	2	2	1	"Republican"	"Democrat"	"NA"
"Female"	"African American"	"40,000 – 49,999"	"2-year College Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"51"	"NA"	"NA"	"NA"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	5	0	"Strongly agree"	"Somewhat agree"	"Strongly agree"	"No"	"Yes"	"1 - Not at all"	"3"	"3"	"3"	"2"	"2"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"3"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"Community service"	"Strongly support"	2	2	2	1	"Republican"	"Democrat"	"protesting without a permit"
"Female"	"White/Caucasian"	"100,000 or more"	"High School / GED"	"Republican"	"NA"	"Strong Republican"	"NA"	"19"	"No"	"No"	"Yes"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	8	100	"Neither agree nor disagree"	"Strongly disagree"	"Neither agree nor disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"California"	"4 - 30 days in jail"	"Oppose"	2	1	2	1	"Democrat"	"Republican"	"assault"
"Male"	"Other"	"30,000 – 39,999"	"High School / GED"	"Democrat"	"NA"	"NA"	"Not a strong Democrat"	"44"	"No"	"No"	"Yes"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	70	0	"Neither agree nor disagree"	"Somewhat agree"	"Neither agree nor disagree"	"No"	"No"	"1 - Not at all"	"5- Very like me"	"3"	"4"	"3"	"2"	"4"	"3"	"5- Very like me"	"2"	"5- Very like me"	"4"	"3"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"California"	"More than 20 years in prison"	"Strongly oppose"	2	2	1	1	"Republican"	"Democrat"	"murder"
"Female"	"Other"	"30,000 – 39,999"	"Some College"	"Other"	"Republican Party"	"NA"	"NA"	"25"	"No"	"No"	"No"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	29	80	"Strongly agree"	"Neither agree nor disagree"	"Neither agree nor disagree"	"No"	"No"	"3"	"5- Very like me"	"5- Very like me"	"2"	"5- Very like me"	"3"	"3"	"3"	"1- Very unlike me"	"2"	"4"	"3"	"3"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"California"	"More than 20 years in prison"	"Neither support nor oppose"	2	1	2	1	"Democrat"	"Republican"	"arson"
"Female"	"African American"	"50,000 – 59,999"	"Some College"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"20"	"NA"	"NA"	"NA"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	100	0	"Somewhat agree"	"Strongly disagree"	"Somewhat agree"	"Yes"	"No"	"5 - A great deal"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"2"	"3"	"2"	"3"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Texas"	"Community service"	"Strongly support"	2	2	1	1	"Republican"	"Democrat"	"assault"
"Female"	"White/Caucasian"	"100,000 or more"	"2-year College Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"22"	"No"	"No"	"Yes"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	79	22	"Neither agree nor disagree"	"Somewhat disagree"	"Neither agree nor disagree"	"No"	"Yes"	"1 - Not at all"	"4"	"5- Very like me"	"5- Very like me"	"5- Very like me"	"5- Very like me"	"4"	"4"	"4"	"4"	"5- Very like me"	"4"	"4"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Florida"	"7 months to 1 year in jail"	"Oppose"	2	1	2	1	"Republican"	"Democrat"	"arson"
"Female"	"White/Caucasian"	"90,000 – 99,999"	"Some College"	"Democrat"	"NA"	"NA"	"Not a strong Democrat"	"Under 18"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	2	2	2	"NA"	"NA"	"NA"
"Female"	"White/Caucasian"	"40,000 – 49,999"	"4-year College Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"22"	"No"	"No"	"Yes"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	80	25	"Neither agree nor disagree"	"Neither agree nor disagree"	"Neither agree nor disagree"	"No"	"No"	"3"	"2"	"3"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"Strongly oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	1	2	2	1	"Republican"	"Democrat"	"NA"
"Male"	"Native American"	"Less than 30,000"	"Some College"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"21"	"NA"	"NA"	"NA"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	100	0	"Strongly agree"	"Strongly agree"	"Strongly agree"	"No"	"Yes"	"5 - A great deal"	"5- Very like me"	"4"	"5- Very like me"	"5- Very like me"	"5- Very like me"	"4"	"5- Very like me"	"5- Very like me"	"5- Very like me"	"5- Very like me"	"5- Very like me"	"5- Very like me"	"Texas"	"Strongly support"	"Justified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	1	1	1	"Republican"	"Democrat"	"NA"
"Male"	"Other"	"Less than 30,000"	"Some College"	"Democrat"	"NA"	"NA"	"Not a strong Democrat"	"18"	"No"	"No"	"Yes"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	80	20	"Neither agree nor disagree"	"Strongly disagree"	"Strongly disagree"	"No"	"No"	"1 - Not at all"	"4"	"4"	"3"	"2"	"4"	"3"	"4"	"1- Very unlike me"	"4"	"2"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"More than 20 years in prison"	"Strongly oppose"	2	2	2	1	"Republican"	"Democrat"	"murder"
"Male"	"White/Caucasian"	"30,000 – 39,999"	"High School / GED"	"Republican"	"NA"	"Strong Republican"	"NA"	"79"	"No"	"Yes"	"No"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	11	58	"Neither agree nor disagree"	"Strongly agree"	"Neither agree nor disagree"	"No"	"No"	"1 - Not at all"	"4"	"3"	"3"	"4"	"3"	"4"	"1- Very unlike me"	"2"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"Florida"	"Oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	2	1	1	"Democrat"	"Republican"	"NA"
"Male"	"White/Caucasian"	"100,000 or more"	"Professional Degree (JD, MD)"	"Independent"	"Democratic Party"	"NA"	"NA"	"30"	"No"	"Yes"	"No"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	81	61	"Somewhat agree"	"Somewhat disagree"	"Strongly disagree"	"No"	"No"	"3"	"4"	"3"	"4"	"3"	"4"	"3"	"4"	"3"	"3"	"4"	"3"	"3"	"Florida"	"Oppose"	"Justified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	2	1	1	"Republican"	"Democrat"	"NA"
"Female"	"Native American"	"100,000 or more"	"Doctoral Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"23"	"NA"	"NA"	"NA"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	100	0	"Strongly agree"	"Strongly agree"	"Strongly agree"	"Yes"	"Yes"	"1 - Not at all"	"4"	"2"	"4"	"1- Very unlike me"	"3"	"3"	"4"	"5- Very like me"	"5- Very like me"	"5- Very like me"	"4"	"4"	"Kentucky"	"Neither support nor oppose"	"Justified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	2	1	1	"Republican"	"Democrat"	"NA"
"Female"	"Other"	"70,000 – 79,999"	"High School / GED"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"19"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	1	2	2	"NA"	"NA"	"NA"
"Male"	"Other"	"Less than 30,000"	"Less than High School"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"40"	"No"	"No"	"Yes"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	100	50	"Strongly disagree"	"Somewhat disagree"	"Strongly disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"3"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"Florida"	"Strongly oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	2	1	1	"Republican"	"Democrat"	"NA"
"Female"	"Native American"	"Less than 30,000"	"Less than High School"	"Independent"	"Neither"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	2	1	2	"NA"	"NA"	"NA"
"Female"	"White/Caucasian"	"Less than 30,000"	"High School / GED"	"Republican"	"NA"	"Not a strong Republican"	"NA"	"26"	"NA"	"NA"	"NA"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	4	50	"Neither agree nor disagree"	"Somewhat agree"	"Neither agree nor disagree"	"No"	"Yes"	"1 - Not at all"	"3"	"4"	"2"	"5- Very like me"	"4"	"3"	"4"	"1- Very unlike me"	"1- Very unlike me"	"4"	"2"	"3"	"Georgia"	"Neither support nor oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	1	1	1	"Democrat"	"Republican"	"NA"
"Male"	"Asian"	"30,000 – 39,999"	"4-year College Degree"	"Republican"	"NA"	"Not a strong Republican"	"NA"	"21"	"NA"	"NA"	"NA"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	65	52	"Somewhat agree"	"Neither agree nor disagree"	"Somewhat agree"	"No"	"Yes"	"3"	"3"	"4"	"5- Very like me"	"3"	"3"	"5- Very like me"	"4"	"4"	"4"	"5- Very like me"	"5- Very like me"	"4"	"Nevada"	"Support"	"Justified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	2	1	1	"Democrat"	"Republican"	"NA"
"Male"	"African American"	"50,000 – 59,999"	"4-year College Degree"	"Republican"	"NA"	"Strong Republican"	"NA"	"25"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	2	2	2	2	"NA"	"NA"	"NA"
"Male"	"Asian"	"50,000 – 59,999"	"High School / GED"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"32"	"NA"	"NA"	"NA"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	65	62	"Somewhat agree"	"Neither agree nor disagree"	"Neither agree nor disagree"	"No"	"No"	"2"	"3"	"2"	"2"	"3"	"3"	"2"	"3"	"3"	"4"	"4"	"3"	"4"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Alaska"	"2 - 3 months in jail"	"Neither support nor oppose"	2	2	2	1	"Republican"	"Democrat"	"vandalism"
"Female"	"White/Caucasian"	"Less than 30,000"	"High School / GED"	"Republican"	"NA"	"Not a strong Republican"	"NA"	"18"	"NA"	"NA"	"NA"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	74	82	"Neither agree nor disagree"	"Somewhat agree"	"Neither agree nor disagree"	"No"	"No"	"3"	"1- Very unlike me"	"2"	"3"	"1- Very unlike me"	"3"	"3"	"2"	"4"	"3"	"3"	"4"	"3"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Alaska"	"4 - 30 days in jail"	"Oppose"	2	2	1	1	"Democrat"	"Republican"	"assault"
"Male"	"White/Caucasian"	"70,000 – 79,999"	"High School / GED"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"32"	"NA"	"NA"	"NA"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	77	85	"Somewhat agree"	"Somewhat agree"	"Somewhat agree"	"Yes"	"Yes"	"3"	"3"	"3"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"Alabama"	"Support"	"Justified"	"No"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	1	1	1	"Republican"	"Democrat"	"NA"
"Male"	"Other"	"40,000 – 49,999"	"High School / GED"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"46"	"No"	"No"	"Yes"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	0	100	"Strongly agree"	"Strongly disagree"	"Neither agree nor disagree"	"No"	"No"	"1 - Not at all"	"5- Very like me"	"5- Very like me"	"5- Very like me"	"2"	"5- Very like me"	"5- Very like me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"Strongly oppose"	"Unjustified"	"No"	"NA"	"NA"	"NA"	1	1	2	1	"Republican"	"Democrat"	"NA"
"Female"	"African American"	"40,000 – 49,999"	"2-year College Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"19"	"No"	"No"	"Yes"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"TRUE"	84	19	"Neither agree nor disagree"	"Neither agree nor disagree"	"Neither agree nor disagree"	"No"	"No"	"3"	"2"	"4"	"3"	"3"	"3"	"3"	"4"	"4"	"2"	"3"	"2"	"4"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Washington"	"2 - 5 years in prison"	"Neither support nor oppose"	2	1	1	1	"Republican"	"Democrat"	"arson"
"Male"	"White/Caucasian"	"70,000 – 79,999"	"4-year College Degree"	"Republican"	"NA"	"Not a strong Republican"	"NA"	"68"	"No"	"No"	"Yes"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	62	27	"Somewhat agree"	"Somewhat disagree"	"Neither agree nor disagree"	"No"	"No"	"1 - Not at all"	"3"	"2"	"2"	"3"	"2"	"2"	"2"	"1- Very unlike me"	"2"	"2"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Louisiana"	"11 - 15 years in prison"	"Oppose"	2	1	2	1	"Democrat"	"Republican"	"arson"
"Male"	"African American"	"Less than 30,000"	"High School / GED"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"24"	"NA"	"NA"	"NA"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	100	24	"Strongly agree"	"Strongly agree"	"Strongly agree"	"Yes"	"Yes"	"1 - Not at all"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"Washington"	"Neither support nor oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	1	1	2	1	"Republican"	"Democrat"	"NA"
"Male"	"White/Caucasian"	"80,000 – 89,999"	"Masters Degree"	"Republican"	"NA"	"Not a strong Republican"	"NA"	"35"	"NA"	"NA"	"NA"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	75	78	"Strongly disagree"	"Neither agree nor disagree"	"Somewhat disagree"	"No"	"No"	"3"	"2"	"3"	"3"	"4"	"3"	"3"	"3"	"4"	"3"	"4"	"3"	"3"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"California"	"7 months to 1 year in jail"	"Support"	2	1	1	1	"Democrat"	"Republican"	"murder"
"Female"	"Native American"	"30,000 – 39,999"	"4-year College Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"25"	"NA"	"NA"	"NA"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	93	73	"Somewhat agree"	"Somewhat agree"	"Somewhat agree"	"Yes"	"Yes"	"3"	"2"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"Texas"	"Support"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	1	1	1	"Republican"	"Democrat"	"NA"
"Female"	"White/Caucasian"	"40,000 – 49,999"	"2-year College Degree"	"Republican"	"NA"	"Not a strong Republican"	"NA"	"24"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	2	2	2	"NA"	"NA"	"NA"
"Male"	"White/Caucasian"	"100,000 or more"	"Some College"	"Republican"	"NA"	"Not a strong Republican"	"NA"	"75"	"NA"	"NA"	"NA"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	61	60	"Neither agree nor disagree"	"Neither agree nor disagree"	"Neither agree nor disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"2"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"Community service"	"Oppose"	2	1	2	1	"Democrat"	"Republican"	"assault"
"Female"	"Other"	"Less than 30,000"	"High School / GED"	"Independent"	"Democratic Party"	"NA"	"NA"	"31"	"No"	"No"	"Yes"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	56	32	"Neither agree nor disagree"	"Somewhat disagree"	"Somewhat disagree"	"No"	"No"	"2"	"1- Very unlike me"	"5- Very like me"	"3"	"5- Very like me"	"3"	"4"	"5- Very like me"	"5- Very like me"	"1- Very unlike me"	"5- Very like me"	"5- Very like me"	"3"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"Strongly support"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	1	2	2	1	"Republican"	"Democrat"	"NA"
"Male"	"Other"	"50,000 – 59,999"	"4-year College Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"62"	"No"	"No"	"Yes"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	74	25	"Somewhat agree"	"Somewhat disagree"	"Neither agree nor disagree"	"No"	"No"	"1 - Not at all"	"3"	"3"	"1- Very unlike me"	"3"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"Strongly oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	1	1	2	1	"Republican"	"Democrat"	"NA"
"Male"	"Other"	"60,000 – 69,999"	"Masters Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"18"	"NA"	"NA"	"NA"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	80	11	"Strongly agree"	"Somewhat disagree"	"Strongly agree"	"No"	"Yes"	"5 - A great deal"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"5- Very like me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Texas"	"Community service"	"Strongly support"	2	2	1	1	"Republican"	"Democrat"	"arson"
"Male"	"Asian"	"70,000 – 79,999"	"Masters Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"40"	"NA"	"NA"	"NA"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	98	61	"Somewhat agree"	"Somewhat disagree"	"Somewhat agree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"2"	"3"	"1- Very unlike me"	"2"	"3"	"4"	"1- Very unlike me"	"5- Very like me"	"4"	"3"	"2"	"Florida"	"Neither support nor oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	1	1	1	"Republican"	"Democrat"	"NA"
